timestamp;evento;clase;car_in;car_out;moto_in;moto_out;car_inv;moto_inv;modelo;conf;orientacion;pos_linea;invertido;fuente
2025-09-18T11:37:46.342431;IN;car;1;0;0;0;1;0;yolo11n.pt;0.30;vertical;0.50;False;C:/Users/CAMILO/Desktop/Semestre_2_espe/Desarrollo_de_proyectos/Contador de vehiculos/videos/prueba1.mp4
2025-09-18T11:37:50.872180;SUMMARY;-;1;0;0;0;1;0;yolo11n.pt;0.30;vertical;0.50;False;C:/Users/CAMILO/Desktop/Semestre_2_espe/Desarrollo_de_proyectos/Contador de vehiculos/videos/prueba1.mp4
